text,label
"Subject: storage
i updated the storage ticket for feb and created an injection ticket , sitara
# 159640 .
let me know if you have any questions .
dave",ham
"Subject: re : ua 4
what is the status on this meter ?
howard b camp
01 / 28 / 2000 07 : 17 am
to : susan d trevino / hou / ect @ ect
cc :
subject : ua 4
susan ,
here is the note that i sent daren . i never have scheduled a park and ride
and have no idea on how this should be set up .
hc
- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 01 / 28 / 2000 07 : 16
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
howard b camp
01 / 27 / 2000 10 : 17 am
to : daren j farmer / hou / ect @ ect
cc : charlotte hawkins / hou / ect @ ect , anita luong / hou / ect @ ect , howard b
camp / hou / ect @ ect , rhonda robinson / hou / ect @ ect
subject : ua 4
daren ,
just a quick note to follow up on ua 4 issues .
for desk to desk deals , we are keeping the entry on co 89 since there is not
a co 16 contract with co 16 and attaching an ect transport contract to the
backscreen .
on park and ride deals , i am under the impression that the park and ride deal
would be booked to an 089 contract and cleared either intra month or in a
subsequent month .
if this is true , was it done by reversing out or offsetting the previous co
89 entry . i am not sure whether an ect transport should be attached . i hope
you have some insight on this issue .
let me know
hc",ham
"Subject: nominations on hpl purchase and sale - 2 / 5 through 2 / 7
due to low volumes flowing from fuels cotton valley ,
we nominate 32 , 000 mmbtu / d at the hpl / eastrans interconnect
for the referenced period . we are estimating that will redeliver 7 , 000
mmbtu / d
from fuels cotton valley and 25 , 000 mmbtu / d into pg & e .
i talked to darren and brian on the ability to swing additional volume to pg
& e
during a day ,
and they said pg & e won ' t accept daily changes at all ! ! ! so , if that is the
case ,
we will have to find an alternate method to swing the volume . based on our
agreement ,
we have the ability to give them volume into other pipelines at the hub .
maybe
we
can swing on them . in the short term , however , we are going to have to make
due
with adjusting
the hpl volume to equal redelivered volume as best we can .
sorry for the lateness of this email . i will get daily nom changes into you
earlier next week .
thanks for working with us .",ham
"Subject: 5 th changes @ duke and air liquide
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 04 / 2000
11 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 02 / 04 / 2000 11 : 06 : 27 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 5 th changes @ duke and air liquide
( see attached file : egmnom - feb . xls )
- egmnom - feb . xls",ham
"Subject: february buyback deals
just in case you want to have around . . . . . . . . . . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenneth seaman / hou / ect on 02 / 07 / 2000
10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kenneth seaman 02 / 07 / 2000 10 : 17 am
to : julie meyers / hou / ect @ ect , robert e lloyd / hou / ect @ ect
cc :
subject : february buyback deals
attached is my list for feb . please let me know if you see anything out of
the ordinary .
ken",ham
"Subject: union gas - doehrman # 1
tom ,
the doehrman # 1 well came on line for first delivery on monday , 2 / 7 / 00 at
11 : 45 am . the contract calls for intra - month pricing for deliveries that
commence after the first day of the month . please create a one month
baseload firm deal ticket for the remaining days of the month based on the
following information :
counterparty meter volume price
union gas operating company 9825 500 mmbtu / d 100 % gas daily less $ 0 . 10
susan will create a committed reserves firm ticket for the remaining term of
the deal once our geologists have gathered enough data to forecast the
reserves of this well ; at such time , we will request that this ticket be
zeroed out .
if you have any questions or concerns , please give me a call .
thanks ,
vlt
x 3 - 6353",ham
"Subject: meter 5961 , dunagan , j . a . # 1
daren :
i have been informed that this meter has been disconnected . the 215 has a
nom of 74 / day at this meter . the first day i have a - 0 - flow is 2 / 12 / 00 .
let me know if you have other information .
thanks !
charlotte",ham
"Subject: hpl noms for february 15 , 2000
( see attached file : hplo 215 . xls )
- hplo 215 . xls",ham
"Subject: nomination - 2 - 23 - 2000
please incerease deliveries to eastrans to 65 , 000 mmbtu / d eff 2 / 23 / 2000 .
7 , 000 will come from fuels cotton valley .
maintain sale of 500 mmbtu / d .
increase pg & e nom to 58 , 000 mmbtu / d .
the agreement provides for up to 60 , 000 mmbtu at our option .
brian riley needs to approve the increase to 65 , 000 mmbtu / d .",ham
"Subject: see attached memo
please read the following attachment :
thank you ,
kathy benedict",ham
"Subject: eol killed deals
over the past several weeks , we have seen an increase in the number of
"" killed "" or modified eol transactions . please remind each of your
respective groups that this is not an option . once a customer "" clicks "" on a
deal , we have a valid , binding contract . we lose our audit trail , and we
can potentially expose ourselves from a legal standpoint . i talked to mark
taylor about this today , and the best option is for legal to prepare a
termination agreement when we agree to let a customer out of a deal . we
( product control ) should be notified immediately if someone is requesting to
change an eol deal . you can call either myself , jennifer denny ( x 35824 ) ,
frank davis ( x 37235 ) , or dale neuner ( 39746 ) .
call me if you have any questions .
sheri
x 36557",ham
"Subject: 98 - 0432
can you please extend sitara deal # 156657 for 3 / 1 / 00 , if the deal will
allow ? it was transported on the 215 k , which was the only one out there for
2 / 00 .
it spilled over into march on day 1 for . 423 dec .
thanks
- jackie -
3 - 9497",ham
"Subject: oasis jan 00
stacy ,
oasis only show a delivery of 330 , 000 at point 1427 . we have two deals
pathed for this volume : deal 158220 lower colorado - 300 , 000 ( mtrl 472 ) , and
deal 157279 30 , 000 ( mtr 1472 ) . my issue is that the original lower colorado
deal was for 310 , 000 . the additional 10000 is pathed on mtr 1516 . do i cut
deal 157279 by 10000 to make up to lower colorado ? if so , could you please
path it at point 1427 so that i will tie back to oasis . please let me know
as soon as you decide what to do . thanks
thu",ham
"Subject: fwd : wazzzup 2 nd version
- - - - - - - - - - - - - - - - - - - - - - forwarded by tori kuykendall / hou / ect on 03 / 03 / 2000
12 : 32 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : garrett tripp 03 / 03 / 2000 11 : 28 am
to : mike grigsby / hou / ect @ ect , tori kuykendall / hou / ect @ ect , frank
ermis / hou / ect @ ect , matthew lenhart / hou / ect @ ect
cc :
subject : fwd : wazzzup 2 nd version
- - - - - - - - - - - - - - - - - - - - - - forwarded by garrett tripp / pdx / ect on 03 / 03 / 2000 11 : 23
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
carla hoffman
03 / 03 / 2000 08 : 05 am
to : cara semperger / pdx / ect @ ect , garrett tripp , phillip platter / hou / ect @ ect ,
julie sarnowski / hou / ect @ ect
cc :
subject : fwd : wazzzup 2 nd version
- - - - - - - - - - - - - - - - - - - - - - forwarded by carla hoffman / pdx / ect on 03 / 03 / 2000 08 : 08
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital 3 mar 2000 15 : 46 : 45 - 0000
received : from smtp - 165 . 97 . 10 . 16 by mail 2 . hayboonet . com with microsoft
smtpsvc ( 5 . 5 . 1774 . 114 . 11 ) ; fri , 3 mar 2000 09 : 39 : 23 - 0600
received : from mail . haynesboone . com ( [ 165 . 97 . 9 . 8 ] ) by 165 . 97 . 10 . 16 ( norton
antivirus for internet email gateways 1 . 0 ) ; fri , 03 mar 2000 15 : 55 : 32 0000
( gmt )
received : from dallas - message _ server by mail . haynesboone . com with
novell _ groupwise ; fri , 03 mar 2000 09 : 41 : 20 - 0600
message - id :
x - mailer : novell groupwise internet agent 5 . 5 . 2 . 1
date : fri , 03 mar 2000 09 : 40 : 31 - 0600
from : "" david mcinturff ""
to : "" scot crilly "" ,
, , ,
, , ,
subject : wazzzup 2 nd version
mime - version : 1 . 0
content - type : multipart / mixed ; boundary = "" = _ 025 b 8830 . 1 f 7 el 420 ""
return - path : mcintud @ haynesboone . com
content - length : 1722030
too damn funny
- waz . avi",ham
"Subject: fw : monday evening ' s gas flow
daren ,
the below memo was rec ' d on today from my contact at lyondell ( john allen )
referencing meter 98 - 1063 ' s gas pressure problems on last night ( 3 - 7 - 00 ) .
i thought that this might be some useful information to you .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 07 / 2000 11 : 15
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" allen , john s . "" on 03 / 07 / 2000 10 : 56 : 35 am
to : "" ' young , jackie ' ""
cc :
subject : fw : monday evening ' s gas flow
> - - - - - original message - - - - -
> from : john allen [ smtp : j _ s _ allen 77 @ hotmail . com ]
> sent : monday , march 06 , 2000 9 : 53 pm
> to : roger . maake @ lyondell - citgo . com
> cc : john . allen @ lyondell - citgo . com ; tony . cucinotta @ lyondell - citgo . com ;
> gmason @ noram . com ; david . rasco @ lyondell - citgo . com ;
> greg . wilson @ lyondell - citgo . com
> subject : monday evening ' s gas flow
>
> the natural gas pressure issue was attributed to 2 hpl values . the north
> one was not operative and the south one had leaking bellows .
> it was determined that an alternator supply for pressure contract was not
> readily available , being that it was after normal work hours .
>
> th hpl technician determined that he would be able to make repairs while
> the
> line was operative , and that it would not be necessary to request a
> shut - in
> condition . it would just take longer for him to make the repairs . the
> technician was able to control the pressure through the south valve while
> repairing the north valve .
>
> hpl agreed to the utilities department ' s request that the technician was
> not
> to leave lcr ' s facility this evening until such time as both valves were
> operative .
>
>",ham
"Subject: fw : complaint department
this is another fyi from my contact @ lyondell ( 98 - 1063 ) . there is another
message from him to follow this one .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 08 / 2000 08 : 45
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" allen , john s . "" on 03 / 07 / 2000 05 : 58 : 25 pm
to : "" wilson , gregory w . ""
cc : "" maake , roger w . "" , "" ' nachlinger , ken ' ""
, "" ' young , jackie ' "" , "" ' mason ,
greg ' "" , "" cucinotta , anthony j . ""
subject : fw : complaint department
what a mess .
> - - - - - original message - - - - -
> from : allen , john s .
> sent : tuesday , march 07 , 2000 5 : 50 pm
> to : graham , travis e .
> subject : complaint department
>
> i hear from midcon this afternoon via voice mail . i understand that they
> were not to happy that they had relief values blowing out being that they
> were coming in with a fixed baseload of 28 for today , and lcr had not
> notified that our present requirement couldn ' t handle that much . i
> understand from utilities this afternoon that the baseload with midcon was
> cut due to lcr ' s limited requirements . i was also notified this evening
> that the planned maintenance on hpl has been extended through tomorrow
> with midcon again scheduled to come in with the 28 baseload .
>
> thanks ,
> john s . allen
> lyondell - citgo refining lp
> 713 - 321 - 5384
> john . allen @ lyondell - citgo . com
>
>
>",ham
"Subject: fw : midcon 9401 ( permanent march file - expanded distribution li
st )
this is message # 2 .
thanks
- jackie -
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 08 / 2000 08 : 47
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" allen , john s . "" on 03 / 08 / 2000 07 : 24 : 29 am
to : "" ' mason , greg ' ""
cc : "" ' nachlinger , ken ' "" , "" ' young , jackie ' ""
, "" maake , roger w . ""
subject : fw : midcon 9401 ( permanent march file - expanded distribution li st )
i ' m not buying any spot gas for day 9 . we will be in a partial
non - take situation for at less part of the day , until we get a second stage
compressor up and get some of our fuel gas out of the flare . please bear
with us .
> - - - - - original message - - - - -
> from : allen , john s .
> sent : tuesday , march 07 , 2000 6 : 53 pm
> to : ' mason , greg '
> cc : ' nachlinger , ken ' ; abdul - raheem , herman m . ; dudley , l . o . ; graham ,
> travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ; roose ,
> richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory w . ;
> ' shimek , patsy ' ; graham , travis e .
> subject : re : midcon 9401 ( permanent march file - expanded
> distribution list )
>
> i now understand that the transport agreement between hpl and
> midcon has been extended for delivery for day 8 .
>
> 28 midcon
> 13 hpl
>
> swing it down on hpl .
>
>
> - - - - - original message - - - - -
> from : allen , john s .
> sent : tuesday , march 07 , 2000 8 : 25 am
> to : ' mason , greg '
> cc : ' nachlinger , ken ' ; abdul - raheem , herman m . ; dudley , l . o . ; graham ,
> travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ; roose ,
> richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory w . ;
> ' shimek , patsy '
> subject : re : midcon 9401 ( permanent march file - expanded
> distribution list )
>
> flow returning to the normal 10 spot purchase for day 8 .
>
> - - - - - original message - - - - -
> from : allen , john s .
> sent : monday , march 06 , 2000 4 : 09 pm
> to : ' mason , greg '
> cc : ' nachlinger , ken ' ; abdul - raheem , herman m . ; dudley , l . o . ;
> graham , travis e . ; ledet , eugene i . ; maake , roger w . ; moore , kathy d . ;
> roose , richard e . ; smith , ronald k . ; summers , r . bruce ; wilson , gregory
> w . ; ' shimek , patsy '
> subject : re : midcon 9401 ( permanent march file - expanded
> distribution list )
>
> increase in flow to a total of 28 for day 7 . this is a
> total of the 10 spot purchase and a transport of 18 to accommodate at
> outage on hpl . this will be occurring at 09 : 00 in the morning . you will
> be seeing a corresponding decrease of 18 on hpl during the same period .
>
>
>",ham
"Subject: re : 98 - 6719 and 98 - 9676
yes , it is a gtc spot
daren j farmer
03 / 10 / 2000 01 : 54 pm
to : julie meyers / hou / ect @ ect
cc :
subject : 98 - 6719 and 98 - 9676
julie ,
is the contract with cokinos on deal 151669 valid for feb and mar 20000 ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 03 / 10 / 2000
01 : 52 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
jackie young
03 / 10 / 2000 10 : 39 am
to : daren j farmer / hou / ect @ ect
cc : anita luong / hou / ect @ ect
subject : 98 - 6719 and 98 - 9676
hi daren ,
can you please check into whether or not the below deals for the above meters
can be rolled and extended ? if so , can you please perform this for me so
that anita can set up an accounting arrangement for me ?
98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal
is not effective until february the 11 th .
no new deal # referenced and no evergreen flag . this is on the
gathering ( 96026573 ) k which is the only
k @ the meter .
98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is
flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000
production which is the only k @ the meter .
thanks
- jackie -
3 - 9497",ham
"Subject: re : 98 - 6719 and 98 - 9676
robert ,
i ' ve taken care of 98 - 6719 ( as far as getting it out of my allocation
exception screen ) . i ' m going to place 98 - 9676 on strangers gas until you
hear back from daren or julie .
should daren or julie get back w / you , while i ' m on vacation , please get back
w / anita luong and provide her with the k # given to you ( by daren or julie )
as well as the dates of 2 / 1 - 2 / 29 ( even though 3 / 1 / 2000 is reflected in my
allocation exception screen ) so that she can provide you with an accounting
arrangement to place february ' s volumes on @ this meter .
it looks as though this meter is flowing starting 3 / 1 / 2000 . i guess that the
trader will eventually place a deal in sitara for this meter .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 11 / 2000 12 : 00
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
03 / 10 / 2000 03 : 22 pm
to : jackie young / hou / ect @ ect
cc :
subject : re : 98 - 6719 and 98 - 9676
i extended the deal at mtr 6719 to include 2 / 10 . in the future , please run
all wellhead deals through tom acton first .
i ' ve got a message into julie meyers to look into the contract at meter 9676 ,
and will let you know what she determines .
d
jackie young
03 / 10 / 2000 10 : 39 am
to : daren j farmer / hou / ect @ ect
cc : anita luong / hou / ect @ ect
subject : 98 - 6719 and 98 - 9676
hi daren ,
can you please check into whether or not the below deals for the above meters
can be rolled and extended ? if so , can you please perform this for me so
that anita can set up an accounting arrangement for me ?
98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal
is not effective until february the 11 th .
no new deal # referenced and no evergreen flag . this is on the
gathering ( 96026573 ) k which is the only
k @ the meter .
98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is
flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000
production which is the only k @ the meter .
thanks
- jackie -
3 - 9497",ham
"Subject: lst rev mar . 2000 josey ranch nom
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 17 / 2000
03 : 08 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob withers on 03 / 17 / 2000 03 : 10 : 24 pm
to : susan d trevino / hou / ect @ ect
cc : stretch brennan , knox westmoreland
, kevin mclarney , vance l
taylor / hou / ect @ ect
subject : lst rev mar . 2000 josey ranch nom
here ' s revised march 2000 ( effective 3 / 18 / 00 ) setup for josey : ( using 1 . 075
btu / mcf )
* gas deliveries into hpl
11 , 000 mmbtu / d for kri ( net
reduction of mmbtu / d )
11 , 000 mmbtu / d into hpl
bob withers > <
kcs energy , 5555 san felipe , suite 1200
houston , tx 77056
voice mail / page 713 - 964 - 9434",ham
"Subject: re : lst rev mar . 2000 josey ranch nom
it started with 12 , 036 on the first and has slowly droped to 10 , 483 on the
12 th . pretty steady drop .",ham
"Subject: mitchell gas services 2 / 00
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 20 / 2000 02 : 26
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 03 / 20 / 2000 02 : 08 pm
to : julie meyers / hou / ect @ ect
cc : william c falbaum / hou / ect @ ect
subject : mitchell gas services 2 / 00
we have a price difference with mitchell gas services for 2 / 00 production ,
deal 156658 . we have hsc - 0 . 05 and mitchell shows hsc - 0 . 04 . can you tell
me what the correct price is ? i need this asap .
megan",ham
"Subject: 1497
daren ,
ates shows that your team has one specialist for 1497 in january and
february . please let me know if ates is incorrect for the month of january
and february . if there is a specialist in your team , we have not received a
survey from this person . this lack of information prevents your expenses
from being 100 % allocated out to the commercial teams . please fill out the
following survey and return it to me asap . if you have any questions please
call me at 3 - 3859 .
thanks ,
shari",ham
